wav_fn	orig_transcript	new_transcript	orig_masked_span	new_masked_span	type
1630_96099_000031_000002.wav	I had no fear of him, not till the very last, when he played me this evil turn.	I had no fear of him, not till I saw him conspire to harm me, when he played me this evil turn.	8,10	8,14	substitution
2428_83699_000043_000001.wav	There be a lot of luggage. He do say he's come to stay with you.	There be a lot of luggage in the trunk. He do say he's come to stay with you.	5	5,8	substitution
5895_34615_000016_000001.wav	Is there a providence of demons as well as of God? We put the question without answering it.	Is there a providence of demons that exists to serve good men and make them evil? We put the question without answering it.	6,10	6,15	substitution
2428_83699_000044_000002.wav	We've lost the key of the cellar, and there's nothing out, except water, and I don't think you'd care for that.	We've lost the key of the cellar, and there's nothing except water, and I don't think you'd care for that.	10	9,10	deletion
3660_6517_000056_000004.wav	Williams had to confess he was beaten and must draw fires.	Williams had to take an art class and must draw fires.	3,6	3,6	substitution
7601_291468_000005_000001.wav	It was observed by a great projector of inland lock navigation, that rivers, lakes, and oceans were only formed to feed canals.	It was observed by the captain of the ship that rivers, lakes, and oceans were only formed to feed canals.	4,10	4,8	substitution
3663_172528_000010_000006.wav	Accordingly she allowed me twice to take as much as I could of the water, so that in good earnest I swallowed more than a flask full.	Accordingly she allowed me once to take as much food as I wanted, and twice to take as much as I could of the water, so that in good earnest I swallowed more than a flask full.	3,4	4,13	insertion
700_122866_000021_000004.wav	You ought to cultivate your imagination, you know. Miss Stacy says so.	You ought to always be polite, you know. Miss Stacy says so.	3,5	3,5	substitution
84_121550_000074_000000.wav	But when I had approached so near to them The common object, which the sense deceives, Lost not by distance any of its marks,	But when I saw the mirage of the lake in the distance, which the sense deceives, Lost not by distance any of its marks,	3,11	3,11	substitution
4323_13259_000009_000002.wav	It was true that the victory was won by a very meager majority.	It was true that the victory was won by a majority.	10,11	9,10	deletion
8254_115543_000021_000002.wav	"It is a rare sight now a days to see one of these white cobras."	"It is a rare sight in this country to see one of these white cobras."	5,7	5,7	substitution
4153_61735_000020_000001.wav	It was a glance of inquiry, ending in a look of chagrin, with some muttered phrases that rendered it more emphatic.	It was a look of disgust followed by a curled lip, with some muttered phrases that rendered it more emphatic.	3,11	3,10	substitution
1255_138279_000011_000000.wav	The shape went slowly along, but without much exertion, for the snow, though sudden, was not as yet more than two inches deep.	The shape went slowly along, for the snow, though sudden, was not as yet more than two inches deep.	5,8	4,5	deletion
5694_64025_000022_000014.wav	The rope, however, was stronger than the mule's "no," and he was finally prevailed upon by the strength of the rope to cross the creek.	The rope, however, was stronger than the mule's "no," and he was finally prevailed upon to cross the creek.	15,20	14,15	deletion
2277_149896_000025_000002.wav	He pulled out his key and tried to insert it, but another key was on the inside.	He pulled out his key and tried to fit it into the lock, only to discover that another key was on the inside.	8,10	8,16	substitution
6345_64257_000012_000002.wav	Thus was she borne away captive of her dead, neither willing nor unwilling, of life and death equally careless.	Thus was she borne away of life and death equally careless.	4,11	3,4	deletion
1993_147965_000003_000000.wav	At about four o'clock a visitor appeared: mr Shimerda, wearing his rabbit skin cap and collar, and new mittens his wife had knitted.	At about four o'clock a visitor appeared: we were shocked to see our reclusive neighbor out and about, wearing his rabbit skin cap and collar, and new mittens his wife had knitted.	7,8	7,17	substitution
2803_154320_000005_000012.wav	john came up to him and said, "Your Lordship is looking out for land?"	john came up to him and said, "I see that you're looking out for land?"	7,9	7,10	substitution
700_122868_000033_000004.wav	That scene of two years before flashed back into her recollection as vividly as if it had taken place yesterday.	That scene of two years before flashed before her eyes as vividly as if it had taken place yesterday.	7,10	7,9	substitution
2902_9008_000005_000007.wav	If the gods have deserted their oracles, they have not deserted the souls who aspire to them.	If the gods have deserted their oracles, they have not as of yet fully deserted the souls who aspire to them.	9,10	10,13	insertion
5895_34629_000011_000000.wav	Ursus had made his arrangements with the tavern keeper, Master Nicless, who, owing to his respect for the law, would not admit the wolf without charging him extra.	Ursus had made his arrangements with the tavern keeper, Master Nicless, who, owing to his disdain for the law, would not admit the wolf without charging him extra.	15	15	substitution
1650_157641_000035_000000.wav	Kingsley's devotion to smoke seems to have surprised Tennyson, who was no light smoker himself.	Kingsley's devotion to smoke surprised Tennyson, who was no light smoker himself.	4,6	3,4	deletion
2035_147961_000017_000003.wav	At midnight the parents of the bride said good bye to her and blessed her.	At midnight the parents of the groom said good bye to her and blessed her.	6	6	substitution
6313_76958_000004_000000.wav	In a few moments the sound of singing was borne to the ears of the campers.	In a few moments singing was borne to the ears of the campers.	4,6	3,4	deletion
2902_9008_000014_000002.wav	Strange! that men should be content to grovel, and be men, when they might rise to the rank of gods!	Strange! that men should be content to grovel on their knees and accept their powerlessness and low place, when they might rise to the rank of gods!	7,10	7,17	substitution
4570_56594_000014_000000.wav	"Yours is a great beef country, I believe," says the old gentleman.	"Yours is a great chicken farm, I believe," says the old gentleman.	4,5	4,5	substitution
8288_274162_000089_000000.wav	"How very fortunate that is; he was looking for you, too."	"How very fortunate that is; he was just here looking for you, too."	6,7	7,8	insertion
1630_73710_000016_000004.wav	I know it must be more than a week; I know that that prospect was only held out by your affection.	I know it must be more than a week; I know that that prospect was introduced several days ago, waiting to be considered by your affection.	15,17	15,22	substitution
4323_18416_000044_000000.wav	"Yes, yes, of course; but you are too young to judge of such things," said the old gentleman decidedly, "as the giving away of property and all that."	"Yes, yes, of course; but you are too young to have much knowledge of such things," said the old gentleman decidedly, "as the giving away of property and all that."	10	10,12	substitution
1462_170142_000040_000001.wav	Bartley leaned his head in his hands and spoke through his teeth.	Bartley leaned his head in his hands and spoke softly through his teeth.	8,9	9	insertion
84_121550_000126_000000.wav	To the left hand I turned with that reliance With which the little child runs to his mother, When he has fear, or when he is afflicted,	To the left hand I turned with that reliance With which the little child runs to his mother, When he fears anything that he sees around him, or when he is afflicted,	20,21	20,26	substitution
2035_147960_000003_000004.wav	We might get some puppies, or owl eggs, or snake skins.	We might get several colorful gemstones, or owl eggs, or snake skins.	3,4	3,5	substitution
6345_93302_000075_000009.wav	He loved her with all his heart, and he, also, had what she had never suspected in him, the literary sense.	He loved her with all his heart, and he, also, had what she had always hoped to be in him, the literary sense.	14,15	14,17	substitution
1686_142278_000007_000002.wav	Margaret could not bear the sight of the suspense, which was even more distressing to her father than to herself.	Margaret could not bear the sight of herself.	7,18	6,7	deletion
2277_149897_000021_000001.wav	He tried to get the interest of things about him, but it was not to be.	He tried to get the interest of things he saw around him, but it was not to be.	8	8,10	substitution
6123_59150_000010_000003.wav	The man was not a thief; he was an honest man, in fact, and by a peasant's standard by no means poor.	The man was not a thief; he was an honest man, in fact, and by no means poor.	15,18	14,15	deletion
6267_65525_000003_000000.wav	"I want to run over and see how mrs Brixby is this evening, Siddy, and you must take care of the baby till I get back."	"I want to run over and see how all the invited house guests have been liking this evening, and you must take care of the baby till I get back."	8,13	8,17	substitution
7850_281318_000008_000000.wav	So, in a great company, they came fluttering, hopping, twittering up to the elm tree where Mother Magpie nestled comfortably in her new house.	So, in a great company, they came fluttering, hopping, twittering up to the elm tree where the bird leader nestled comfortably in her new house.	16,17	16,18	substitution
5694_64038_000008_000003.wav	The soldiers were in good spirits, but it was the spirit of innocence and peace, not war and victory.	The soldiers were in good spirits, but not war and victory.	7,14	6,7	deletion
6467_97061_000022_000000.wav	"Having made himself invisible, he entered without difficulty the apartment of the princess, and was astonished and enraged on finding her lying in your arms."	"Having made himself invisible, he entered without the princess, and was astonished and enraged on finding her lying in your arms."	7,10	6,7	deletion
8254_84205_000031_000002.wav	I should be running fast and dodging in and out among the rocks and trees.	I should be running fast and dodging up and down and in and out among the rocks and trees.	6,7	7,10	insertion
2803_154328_000083_000003.wav	He was now the object of their anxiety, and whose absence was a black shadow between them and their happiness.	He was now the object of their incessant admiration, and whose absence was a black shadow between them and their happiness.	7	7,8	substitution
7850_286674_000006_000003.wav	Of course they breathed water like their neighbors, the fishes and the Tadpoles.	Of course they breathed water like the fishes and the Tadpoles.	6,7	5,6	deletion
4570_102353_000014_000006.wav	After some further discussion of the question, the visitors withdrew, dissatisfied with the result of the interview.	After some further discussion of the question, the exhausted organizing committee for the occasion are still dissatisfied with the result of the interview.	8,9	8,15	substitution
1988_24833_000028_000000.wav	I get the pillows comfortably arranged on the floor, with a big bottle of soda and a bag of popcorn within easy reach.	I get the pillows scattered wildly on the floor, with a big bottle of soda and a bag of popcorn within easy reach.	4,5	4,5	substitution
1919_142785_000003_000002.wav	In a short time, boil up the vinegar again, add pepper and ginger in the above proportion, and instantly cover them up.	In a short time, boil up the water, add pepper and ginger in the above proportion, and instantly cover them up.	7,8	7	substitution
2506_11278_000007_000001.wav	The Right Honourable was the son of a nobleman, and practised on an old lady.	The Right Honourable was the son of a nobleman of the oldest sort, and practised on an old lady.	8,9	9,12	insertion
2803_161169_000011_000019.wav	What do you think of that from the coal tar.	What do you think of the coal tar.	5,6	4,5	deletion
3536_8226_000019_000000.wav	"It's love for her as has done it then," said Bozzle, shaking his head.	"It's love for her as has been done before then," said Bozzle, shaking his head.	6,7	6,8	substitution
4831_25894_000013_000000.wav	But see, then, it is cold in the streets; the wind bites, and the snow freezes one's fingers.	But see, then, it is cold in the streets; the hail scares all of the critters, and the snow freezes one's fingers.	10,11	10,15	substitution
7697_245715_000006_000002.wav	Therefore, in the state of innocence, children would not have been deprived of the use of their limbs.|Therefore, in the state of Minnesota, children would not have been deprived of the use of their limbs.	Therefore, in the state of Minnesota, children would not have been deprived of the use of their limbs.|Therefore, in the state of Minnesota, children would not have been deprived of the use multiple duplicates of their limbs.	5	5	substitution|substitution
6295_64301_000013_000007.wav	It cried aloud that eternity was very long, and like a great palace without a quiet room.|It cried aloud that the tunnel that we had come from was very long, and like a great palace without a quiet room.	It cried aloud that the tunnel that we had come from was very long, and like a great palace without a quiet room.|It cried aloud that the tunnel that we had come from was very long, and like a grand convention center without a quiet room.	4|11,12	4,10|17,19	substitution|substitution
2412_153954_000009_000001.wav	When I had shown them what I did with it, they were astonished but not displeased, and seemed to like the smell.|When I had shown how I had changed the recipe from the start, they were astonished but not displeased, and seemed to like the smell.	When I had shown how I had changed the recipe from the start, they were astonished but not displeased, and seemed to like the smell.|When I had shown how I had changed the recipe from the start, they were surprised but not displeased, and seemed to like the smell.	3,4|12	4,6|15	insertion|substitution
1462_170138_000006_000001.wav	When they entered the stage box on the left the first act was well under way, the scene being the interior of a cabin in the south of Ireland.|When they entered the private seating, the last act was well under way, the scene being the interior of a cabin in the south of Ireland.	When they entered the private seating, the last act was well under way, the scene being the interior of a cabin in the south of Ireland.|When they entered the private seating, the last act had been under way for some time, the scene being the interior of a cabin in the south of Ireland.	4,10|12,15	4,7|9,15	substitution|substitution
2412_153954_000007_000003.wav	In fact, one of them was plainly very much out of health, and coughed violently from time to time in spite of manifest efforts to suppress it.|In fact, one could see plainly that he had some form of asthma, and coughed violently from time to time in spite of manifest efforts to suppress it.	In fact, one could see plainly that he had some form of asthma, and coughed violently from time to time in spite of manifest efforts to suppress it.|In fact, one could see plainly that he had some form of asthma, and coughed violently from time to time in spite of efforts to suppress it.	3,11|22	3,12|22,23	substitution|deletion
84_121550_000147_000000.wav	Therefore my answer is with greater care, That he may hear me who is weeping yonder, So that the sin and dole be of one measure.|Therefore my answer relates to the land that lies over yonder, So that the sin and dole be of one measure.	Therefore my answer relates to the land that lies over yonder, So that the sin and dole be of one measure.|Therefore my answer relates to the land that lies over yonder, So that joy and despair is of one measure.	3,14|18,22	3,9|13,16	substitution|substitution
3170_137482_000032_000000.wav	An hour later, two noblemen, friends of the senator, came in, one a few minutes after the other.|An hour later, two noblemen carrying great swords came in, one a few minutes after the other.	An hour later, two noblemen carrying great swords came in, one a few minutes after the other.|An hour later, two noblemen carrying great swords came in, one parrying a deadly strike with his sword, one lunging after the other.	4,8|12,14	4,7|11,19	substitution|substitution
1630_102884_000006_000000.wav	In the old order the king was given to understand that he was the freest individual in the world.|In the old order the king was to understand that he was the freest individual in the world.	In the old order the king was to understand that he was the freest individual in the world.|In the old order the king was to understand that he was the freest in the world.	7|15	6,7|13,14	deletion|deletion
8173_294714_000033_000000.wav	"Promise that you won't ask me to borrow money of you for mr Van Brandt," she rejoined, "and I will accept your help gratefully."|"Promise that you won't ask me to borrow any money from the bank for the bail of you for mr Van Brandt," she rejoined, "and I will accept your help gratefully."	"Promise that you won't ask me to borrow any money from the bank for the bail of you for mr Van Brandt," she rejoined, "and I will accept your help gratefully."|"Promise that you won't ask me to borrow any money from the bank for the bail of you for mr Van Brandt," she rejoined, "and I accept your help gratefully."	7,8|19	8,14|25,26	insertion|deletion
8297_275156_000023_000003.wav	Shall I say that she may expect an early visit from you, when I see her to morrow?|Shall I say that she certainly may expect an early visit from you, when I see her to morrow?	Shall I say that she certainly may expect an early visit from you, when I see her to morrow?|Shall I say that she certainly may expect an early visit from you, when my maid carries my message requesting that I see her to morrow?	4,5|12,13	5|14,20	insertion|insertion
1686_142278_000039_000002.wav	I think I could do anything but that: the idea of her distress turns me sick with dread.|I think I could do anything else: the idea of her distress turns me sick with dread.	I think I could do anything else: the idea of her distress turns me sick with dread.|I think I could do anything else: the idea turns me sick with dread.	6,7|10,12	6|8,9	substitution|deletion
5338_284437_000013_000000.wav	"Come!" commanded the woman who led the party; "you three must follow me to the presence of Tourmaline.|"Come!" commanded the old wizard who led the party; "you three must follow me to the presence of Tourmaline.	"Come!" commanded the old wizard who led the party; "you three must follow me to the presence of Tourmaline.|"Come!" commanded the old wizard who led the party; "you three must quickly make your way to the presence of Tourmaline.	3|11,12	3,4|12,15	substitution|substitution
2086_149220_000027_000001.wav	"As to his character, we need not discuss its points; they have already been settled by a competent tribunal, or one which called itself competent.|"As to his points; they have already been settled by a competent tribunal, or one which called itself competent.	"As to his points; they have already been settled by a competent tribunal, or one which called itself competent.|"As to his points; they have already been settled by a competent law firm, or one which called itself competent.	3,8|18	2,3|12,13	deletion|substitution
1919_142785_000047_000001.wav	It grows somewhat like the lily of the valley, but its height is about three feet.|It grows somewhat like the sunflower or the lily of the valley, but its height is about three feet.	It grows somewhat like the sunflower or the lily of the valley, but its height is about three feet.|It grows somewhat like the sunflower or the lily of the valley, but its height is just over four feet and width is about three feet.	4,5|12,13	5,7|16,22	insertion|insertion
show_2t9Kk4FHmiEkjNPJctidN6-7yurNieQHNgkfAk9eE4uCy.wav	Yeah, I'll tell you one guy wouldn't want to fish against.	Yeah, I'll tell you one guy to fish against.	6,7	5,6	deletion
show_2tTA2xYpcS5YuTIXzXakTu-72nwjiYkDKGYImtEsqN5KA.wav	A number of family photographs and we couldn't identify the people in the photographs.	A number of family photographs and we absolutely couldn't recognize the individuals in those photographs.	7,12	7,13	substitution
show_2c04iZbAAIYmZrTIRgggNc-5kMxWwMd2NvZkSyiFZaULP.wav	And now we have to fundamentally change this and change that we have the best economy in the world and the best decade we've ever had in human history.	And now we have to fundamentally change this and ensure that we maintain the best economy in the world and the best decade we've ever had in human history.	9,12	9,12	substitution
show_2CfS1shsOSeK8SjwiEV8du-22Vump0EG42cvL1I9JqRBV.wav	And there are a lot of places in the movie where they could have just slipped it in just a little bit just to confirm that it happened.	And there are actually multiple moments throughout the film where they could have just slipped it in just a little bit just to confirm that it happened.	3,9	3,8	substitution
show_2T4Ue1V9k0S4uiTgUkPKEZ-1373jRsEGJsUlJrxsVnYWz.wav	And you were developing it and you were working with I would assume School administrators.	And you were developing it and you were also working closely with I would assume School administrators.	8	8,10	substitution
show_2cYRReFdJFlfB2BULrbqfM-55Z6AspULdusRxBQysUp9e.wav	I would not know what it mean means to latch onto a body, to be a single cell within that body.	I would not know how to explain what it actually means to latch onto a body, to be a single cell within that body.	3,4	4,6	insertion
show_2CLetGT20MFsHqfeBN3fYl-4f1fxmGJW9MrfGxD7pCFvC.wav	It went out and it worked and it's scaled and ah it mine's great.	It went out and it scaled and it worked and ah it mine's great.	5,8	5,8	substitution
show_2cSm7FgVuDH3IbmSlWkZzH-0hFwD7TSXO5c69BPwJzOfx.wav	We would just be open and willing to adopt whatever child God brought to her life.	We would just be excited to welcome whatever child God brought into her life.	4,13	4,11	substitution
show_2T0wGFb5714hwSBVJgOXny-6s3OXLpYBaeweAF7RJL8kT.wav	Well, we played China which we lost two times already that really helped us maybe if they weren't there maybe because I've done that because I heard their voices and lifted our Spirits.	Well, we played China twice and we lost in both games that really helped us maybe if they weren't there maybe because I've done that because I heard their voices and lifted our Spirits.	4,9	4,10	substitution
show_1TuEAft9VZR2lIZ1G2EceZ-11ZkFljNCjwftz1SIt7HFU.wav	Ended at improving air quality within its borders.	Ended at significantly improving air quality within its borders.	1,2	2	insertion
show_2Tq9eBynjdfY1BasX45Krb-2mlnB6AXQTdUIXevl9cVlc.wav	Your 99 cents a month will go a long way to improving my podcast.	Your 99 cents a month will go a long way in terms of improving podcast.	9,10	10	insertion
show_2c2IJzenX6Q6gJxc2aGRf8-5eUimgKIjnroT9AZIRQr7p.wav	Sort of famous spots to travel and hike and I've been to Lake Louise and I took Lake Louise and and that photo ended up in National Geographic online.	Sort of famous spots to travel and hike and I've been to Lake Louise and that photo ended up in National Geographic online.	15,20	14,15	deletion
show_2cARopVSXsbrWNyt0qEfWf-6hOLbfEH7wqMmi16SiIRSm.wav	Secondary sleeves, pants, socks, gloves, and shoe color edit.	Secondary sleeves, pants, socks, gloves, hat, tie, and shoe color edit.	4,5	5,6	insertion
show_28r3cKdOurjFZECEslXgC2-4jGHOLOoOdqe4LIf8TDUHP.wav	Come full circle back to talking about something like that.	Come full circle back to visiting some exotic new places like that.	5,7	5,9	substitution
show_2t5hhjQSp2hYEutTsCpEwF-1jLJLlnxbhrsjyu4nwBKgr.wav	The reason I said I was 8 is because nothing in my brain told me to use water or to even remove my underwear.	The reason I said I was 8 is because nothing in the instruction manual told me to use water or to even remove my underwear.	11,12	11,13	substitution
show_2c2IJzenX6Q6gJxc2aGRf8-4cWYuGIkcM95UsvHUEpJK4.wav	why we keep going back just because we want to be able to document these places while there aren't so many people visiting.	why we keep going back just because we want to be able to document so many people visiting.	14,18	13,14	deletion
show_1Cwk6m9lXuEd2rilGhWiGr-6QZBZLHGD3DCpZDETpjodI.wav	No to the chemical pollution, air pollution, and the destruction of the environment caused by factories and the manufacturing industry.	No to the chemical pollution, air pollution, no to the killing of plants and wildlife and the destruction of the environment caused by factories and the manufacturing industry.	6,7	7,14	insertion
show_2c2IJzenX6Q6gJxc2aGRf8-5sNE1N7WKOd53y40RUJOyD.wav	really want to push with my channel like photography isn't some serious thing like that	really want to push with my channel like because you know fishing isn't some serious thing like that	8	8,11	substitution
show_1CdMgzPowibFyvgH7hnPZJ-1eO9qoY5JAcN2nNP2675tl.wav	Positive way to improve your leadership and to improve the atmosphere within your team and the culture of your company.	Positive way to improve your commitment to raising awareness of environmentalist causes within your team and the culture of your company.	5,10	5,11	substitution
show_2T23esVRXBfFb5vigvG7A5-2ndcCw02nZHgp0WKFQ8lHe.wav	It's like you kind of like the best way I can describe it is like you kind of as you navigate your way through a creative field.	It's like you kind of like the best way I can describe it is that you need to always remember your personal vision as you navigate your way through a creative field.	13,17	13,22	substitution
show_28gAb6BYOPQTAwtd6JivzK-5gbhBB6vzrxSApOcmcVTs5.wav	want you guys to be able to feel comfortable being vulnerable with us.	want you guys to be able to feel comfortable with being honest and truthful with us.	9,10	9,13	substitution
show_2cDEjUoE1xIZqEMHdy2iLg-3BhVKbLFPasrUOxLgZNUbd.wav	that schedule is one per week and it will probably be like a Wednesday night thing because I plan on doing one to two videos per week.	that schedule is one per week and you will start to see a lot more content arriving because I plan on doing one to two videos per week.	7,15	7,16	substitution
show_2CLetGT20MFsHqfeBN3fYl-0lZ9jnYVgXx7HmKUcdTnJO.wav	hedge a little bit in a traditional Market since and whether its buying a bunch of gpus and then reselling them for 2x the price ah that happened.	hedge a little bit in a traditional Market by buying up a whole lot of single family homes and then reselling them for 2x the price ah that happened.	8,16	8,17	substitution
show_2TPvj8tyUhY2UHOzU9kyu4-6lnZyS5yzd3S4Vaqw5TrHy.wav	Okay, so then he moves on he says so I understand now before we look at everything in more detail.	Okay, so then he moves on he says so I understand now before inspecting everything in more detail.	13,15	13	substitution
show_2cH1Sf7Tg3TiDdGpD3oLiR-0opjgwiSz3AWOOoE49L9pi.wav	The Patriots will just skiing blocking but their backs and tight ends, maybe tighten the formations a little bit.	The Patriots will just focus on their wide receivers and tight ends, maybe tighten the formations a little bit.	4,8	4,8	substitution
show_28hFGrNqCyS73hMP94FALm-3NRcwegtutZLbw1YC2DhhM.wav	The GP did not recommend talking therapies.	The GP did not suggest talking therapies.	4	4	substitution
show_2CJ6f4oLCccT3fsUaWAk9k-3fVgo6u94DJHpK7uP1Qb7V.wav	And, like comment subscribe give me feedback give me feedback.	And, like comment subscribe give me your thoughts and any feedback.	6,8	6,9	substitution
show_2cNIhBNwWmamJs75G3tMxY-4UyKjZff8srwoG8A71ql2K.wav	feel safe to get naked emotionally and mentally to share how they overcome their pain and suffering and how they grew into these bright lights.	feel safe to get so incredibly overwhelmed emotionally and mentally to share how they overcome their pain and suffering and how they grew into these bright lights.	4	4,6	substitution
show_2cNIhBNwWmamJs75G3tMxY-1xe6sJ3hUH8wCHnPxCjbwu.wav	And so I looked at it as very much like an organic problem and I said okay my brain needs this.	And so I looked at it as very much like a complex issue and I said okay my brain needs this.	10,12	10,12	substitution
show_28qfNqUaAXdF3TcEGapJ1d-7uzzKzrT6ggIoqv9gRPz7E.wav	But yeah, I was I was never the best student first year college was actually really really good and I even had a full time job at a time.	But yeah, I would say that I was never the best student in class, but first year college was actually really really good and I even had a full time job at a time.	3,9	3,14	substitution
show_1tl5wg2z0fzjWR18MHKARa-3auJGSBu9ERKSjw44eKkhj.wav	It was because partly was because I had such an Early Peek.	It was because at least partly because I had such an Early Peek.	3,4	3,5	substitution
show_1ChaMDlb8CNR7Bta8ZxODC-6gI5xAKjYcPiQ2cANcnG9q.wav	And if we don't make it a priority the distractions will get us one of the things I love so much about Jesus is if you go back and look at the gospels, he was so focused.	And if we don't make it a priority the distractions will get us one of the things I admire about Jesus is if you go back and look at the gospels, he was so focused.	18,20	18	substitution
show_2chnqxY9vGUWIxn4JvvRpZ-5WanEbFbdssEwK77TcezxC.wav	really supportive friends and firefighters in the fire service who've inspired me to go out there and do this.	really supportive colleagues, friends, and family and they inspired me to go out there and do this.	2,9	2,7	substitution
show_1CHJvc14dYPq0IsX5T0YAP-2FKEiw2NrWejqlw9IkaB1X.wav	Within I'd say within like half a week things changed in my house the energy changed in my house the relationship with my wife started to change and I was like does the magic started to happen?	Within I'd say within like half a week things changed in my house the relationship with my wife started to change and I was like does the magic started to happen?	14,19	13,14	deletion
show_2cyslpwM45TtVfznjVlCnL-4ECn8gmQeSRJJmM3eHg4TF.wav	His music worked better when he did live action TV shows for suspense and humanistic reactions to like scenes and intense situations.	His music worked better when he did live action TV shows for suspense and emotional responses to like scenes and intense situations.	14,15	14,15	substitution
show_2TXTWqxZkLHF6k4cd5F8XN-1N8w7dUDxxqtRErZObJrbG.wav	Helping me find my identity and high school, which I also was fortunate enough to find this amazing woman.	Helping me find my high school, which I also was fortunate enough to find this amazing woman.	4,5	3,4	deletion
show_2Cz04p7U4u2lLSofHLYIeH-0KUpyjDzatq7f6TWjWgAdf.wav	passion and you're not gonna see those results and it's gonna stop you from actually making it get into it because you love it.	passion and you're not gonna like them and it's gonna stop you from actually making it get into it because you love it.	5,7	5,6	substitution
show_2TjptLx9uQUaHhp6YB8jhW-0YIfNwpxL2ztlaSsmBTCKL.wav	Another thing is anything inside the parentheses turns the opposite so negative becomes positive and a positive becomes negative.	Another thing is that in this equation anything inside the parentheses turns the opposite so negative becomes positive and a positive becomes negative.	2,3	3,6	insertion
show_2Chp07kvTN1qDImtrnXm4O-7mdEKKOHue6R5MLo283EQm.wav	hope hope you got a better feel of organic versus paid look definitely keep an eye out for upcoming episodes because I'm a dive a lot more deep into the paid social world.	hope hope you got a better feel of how instagram stars fund their extravagant vacations definitely keep an eye out for upcoming episodes because I'm a dive a lot more deep into the paid social world.	8,11	8,14	substitution
show_2ctsjdVxkuzqftlC9TJASy-6iadzuoEBJ9AOLXaXPmagP.wav	So if you've been following my story, you will remember that I said earlier in this podcast that the Grammy nominations came out.	So if you've been following my story, you will remember that I said earlier that this week we had super exciting stuff to talk about because Grammy nominations came out.	14,18	14,25	substitution
show_1cPkxhnrYWUvCzd0uXMKwo-1auCDHN3NrKq4Bn0OrE0lM.wav	freedom is made with a key.	freedom is made by effort not with a key.	2,3	3,5	insertion
show_2CZeMpXywYmWy53SV2kWEm-2Ic0xbN3defufBYR46ooEi.wav	So for more craziness now that French was conquered we have to join forces to Great Britain.	So for more craziness now that French was conquered by the Germans, we have to join forces to Great Britain.	8,9	9,11	insertion
show_2CyWjLhTGlpGHeSpJOvxj2-6Hvd5G0lyzP62VYPmP1jQj.wav	It was one of those things, you know, you have project sometimes you start on the bottom and sometimes you start at the top.	It was one of those things, you know, some people just start on the bottom and sometimes you start at the top.	8,12	8,10	substitution
show_2cNgsFoVxaxZkUnVU3ehQu-0mgpNxV3cnsvy7RXtF9OHv.wav	Twenty years later it became 20 thousand times worse.	Twenty years later it became thousand times worse.	5	4,5	deletion
show_2czbki8aNirvUjlYcO3I1t-7kdfTr9l9Egod1iFPzIqkK.wav	As a body and some individuals on ways and means we were speaking about possibly just passing the sales price disclosure on residential property.	As a body and some individuals on ways and means we were speaking about possibly just banning them on residential property.	16,20	16,17	substitution
show_2cFZSZNdkxKdiTEE7yrAMB-06KUOjkKFLQgxfnC59GMtT.wav	Tyler also introduces the lack of closure that will bother him increasingly throughout the album's front half.	Tyler also introduces in great detail its outcome on the album as a whole, the lack of closure that will bother him increasingly throughout the album's front half.	2,3	3,13	insertion
show_2C2dO6pWL4cPzOJ2Bu7QRA-3I34aJLdGXgCEuY6rd90Tm.wav	And then the other matchup is Seattle visits Philadelphia now Philadelphia has a worse record, but because they were not able to win their division.	And then the other matchup is Seattle visits Philadelphia now Seattle has the better record, but because they were not able to win their division.	10,13	10,13	substitution
show_2c2IJzenX6Q6gJxc2aGRf8-0z0etCBM2PrHOLc9gxc25E.wav	More of a base and infrastructure to tell those stories rather than doing it out of a out of a tent with solar power.	More of a base and infrastructure to fight these battles instead of out of a tent with solar power.	7,16	7,11	substitution
show_1CxjAV2kY4pypL256BmRQ6-531d49VH5hVVMzXfKhsMFf.wav	So the fourth episode May the fourth be with you.	So the fourth place winner will chat with you.	3,7	3,6	substitution
show_2TI9Upbk0gXEdxsYTPzB9W-4x4pLTV2ZiA98TIIWkK0JH.wav	This year and and the word started to spread in the lacrosse community and just in general.	This year and and the word started to spread rapidly and without any sense of control in the slightest in the lacrosse community and just in general.	8,9	9,18	insertion
show_2cOpF3UhdxdvlZZzyOVPHt-3GXDpd2ZHpy9YTMkLAjuZq.wav	Joey Scott and Richie all sat together at the creek.	Joey Scott and Albert enjoyed fishing trout at the creek.	3,6	3,6	substitution
show_2TXUkJOq3oBEn2ROormwza-6ogJCqF2Ya7qZ2L23AAoPd.wav	Are equipped with sensors to monitor the proximity of surroundings and can open in even the tightest parking spaces.	Are equipped with sensors to detect collisions and can open in even the tightest parking spaces.	5,9	5,6	substitution
show_28OttmVaPSfuB6e4cqX0yu-2tB2ldmTxblsCsC8QH7jnm.wav	And we're at this point.	And we're all extremely excited at this point.	1,2	2,4	insertion
show_28DAnHzOfbUoRkpj5OMqVI-58LUphKYwegjJP2ZQFjmUH.wav	You know best to study every day after your classes, especially because you know, you're still in the mood you're still in that flow.	You know best to study when well rested and well fed and when you're still in that flow.	5,18	5,12	substitution
show_2T8QRK60cWaPQflfo6Wuc4-4oTO10xL7hQQS2fuXBy1d7.wav	In the pursuit of lightness minimal stress ultimate fulfillment.	In the pursuit of calm serenity an escape from stress ultimate fulfillment.	4,5	4,8	substitution
